,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,stats_sum_diff,First_win,First_pokemon_Legendary,Second_pokemon_Legendary,Relation
30043,30,130,5,105,75,60,405,1,1,0,2.0
30044,-30,-72,-45,-72,-45,30,-234,1,0,0,1.0
30045,-20,-15,-40,40,-5,20,-20,1,0,0,0.5
30046,21,11,-12,21,3,-33,11,0,0,0,1.0
30047,25,95,95,0,55,0,270,0,0,0,0.5
30048,-6,2,-2,-19,34,-36,-27,0,0,0,1.0
30049,-12,4,-2,-12,-19,-45,-86,0,0,0,1.0
30050,-85,-30,-35,-59,-39,10,-238,0,0,1,0.25
30051,36,-1,-25,22,40,33,105,1,1,0,1.0
30052,30,47,45,58,75,65,320,1,0,0,0.5
30053,-8,-18,15,68,15,18,90,1,0,0,1.0
30054,10,10,60,-60,-5,-45,-30,0,0,0,4.0
30055,45,90,60,-50,-15,-15,115,1,0,0,4.0
30056,6,-28,-10,-40,-10,1,-81,1,0,1,0.25
30057,-75,10,20,55,80,20,110,1,1,0,0.5
30058,15,57,25,77,15,33,222,1,0,0,1.0
30059,-12,-5,-5,-10,5,-45,-72,0,0,0,1.0
30060,-7,11,-30,16,-25,15,-20,1,0,0,1.0
30061,50,60,0,-5,-35,0,70,0,0,1,1.0
30062,32,85,-5,30,-15,-2,125,0,0,0,0.5
30063,-30,65,-5,105,25,30,190,1,1,0,0.25
30064,75,15,-30,-10,-30,-80,-60,1,0,0,1.0
30065,20,55,-18,45,-10,43,135,1,0,0,1.0
30066,40,65,40,5,20,42,212,1,0,0,0.25
30067,0,62,37,42,17,12,170,1,0,0,1.0
30068,13,50,-6,45,-11,15,106,1,0,0,0.5
30069,6,-65,-35,12,72,40,30,1,0,0,1.0
30070,20,-30,-15,20,-10,10,-5,1,0,0,0.5
30071,35,-5,36,-20,1,23,70,1,0,0,1.0
30072,-30,-15,0,-5,0,-25,-75,0,0,0,0.25
30073,15,10,-35,-5,25,30,40,1,0,0,0.25
30074,-70,-94,-85,-95,-65,-18,-427,0,0,1,1.0
30075,20,90,60,20,5,15,210,1,0,0,0.5
30076,-15,40,30,-60,-25,40,10,1,0,0,1.0
30077,-15,-35,-14,-49,-44,-45,-202,0,0,0,0.5
30078,-51,16,20,-32,-41,-19,-107,0,0,0,0.5
30079,-40,-42,-35,-42,-45,4,-200,1,0,0,0.5
30080,50,30,-15,60,5,85,215,1,0,0,1.0
30081,11,1,42,56,72,8,190,1,0,0,0.5
30082,60,30,70,0,45,-10,195,0,0,0,1.0
30083,45,87,37,64,39,40,312,1,0,0,1.0
30084,-10,25,-18,-5,-78,-9,-95,0,0,0,0.5
30085,46,27,-7,8,30,38,142,1,0,0,2.0
30086,15,-18,13,20,20,-25,25,0,0,0,2.0
30087,-68,-20,14,30,-31,-15,-90,0,0,0,0.5
30088,63,80,32,57,36,23,291,1,1,0,0.5
30089,5,-20,-53,13,-45,10,-90,1,0,0,1.0
30090,-23,-60,-28,4,14,59,-34,1,0,0,0.5
30091,-50,-40,-60,-65,-90,-70,-375,0,0,1,1.0
30092,15,-70,20,-35,20,-35,-85,0,0,0,1.0
30093,90,16,15,-29,60,-36,116,0,0,0,1.0
30094,-57,-95,-28,-152,-83,-55,-470,0,0,1,1.0
30095,25,-5,40,10,20,60,150,0,0,0,2.0
30096,67,13,-38,2,43,-27,60,1,0,0,1.0
30097,15,-27,-32,-29,-19,27,-65,1,0,0,0.25
30098,31,37,24,2,-1,52,145,1,0,0,1.0
30099,0,-15,-30,45,25,-45,-20,0,0,0,1.0
30100,25,45,15,45,15,49,194,1,0,0,1.0
30101,-18,-22,-13,-54,-8,11,-104,1,0,0,1.0
30102,-4,7,52,15,57,-79,48,0,0,0,0.5
30103,0,-10,12,-55,12,-85,-126,0,0,1,1.0
30104,11,49,0,-38,-40,-2,-20,0,1,1,1.0
30105,-170,-23,-3,-18,-38,47,-205,0,0,0,1.0
30106,-25,-10,-5,70,15,100,145,1,0,0,0.5
30107,15,-32,-7,-4,-29,-60,-117,0,0,0,1.0
30108,35,50,55,-25,50,20,185,1,0,0,1.0
30109,-20,-17,-45,2,-25,10,-95,1,0,0,0.5
30110,2,18,69,80,64,13,246,1,0,0,1.0
30111,15,-27,45,-5,50,-3,75,0,0,0,1.0
30112,-45,-45,-45,-15,-45,-70,-265,0,0,0,1.0
30113,-10,-33,-3,12,32,29,27,1,0,0,0.5
30114,5,85,37,5,17,-2,147,0,0,0,4.0
30115,-10,-65,-10,-55,10,-5,-135,0,0,0,1.0
30116,0,40,45,150,45,20,300,1,1,0,1.0
30117,10,3,-12,43,8,16,68,1,0,0,1.0
30118,16,-42,-3,-36,-19,-39,-123,0,0,0,0.5
30119,-9,-18,2,25,15,40,55,1,0,0,2.0
30120,0,-37,-2,-2,10,25,-6,1,0,0,0.25
30121,-15,-33,-13,-50,-25,-44,-180,0,0,0,2.0
30122,3,-13,3,-13,3,-5,-22,0,0,0,1.0
30123,-40,-35,-30,-65,-40,-65,-275,0,0,1,1.0
30124,30,5,-25,15,-50,-25,-50,0,0,0,1.0
30125,10,-75,-55,25,45,5,-45,1,0,0,2.0
30126,20,65,20,-20,0,0,85,0,0,0,1.0
30127,-31,9,-3,9,-13,-3,-32,0,0,0,1.0
30128,-25,-33,27,-63,-28,-86,-208,0,0,0,2.0
30129,-14,-50,42,22,44,21,65,1,0,0,1.0
30130,13,18,-16,-58,-25,-7,-75,0,0,0,1.0
30131,-7,-25,-42,-45,-30,-142,-291,0,0,1,1.0
30132,-70,-48,-41,-26,-19,5,-199,1,0,0,1.0
30133,-35,-5,-50,-25,-95,-35,-245,0,0,0,1.0
30134,50,83,68,5,5,-1,210,0,0,0,0.25
30135,-20,-5,50,-35,-65,-40,-115,0,0,0,4.0
30136,-60,-110,-70,-50,-80,-50,-420,0,0,1,1.0
30137,3,9,18,26,25,40,121,1,0,0,0.5
30138,15,70,-40,42,-55,35,67,1,0,0,0.5
30139,33,55,23,47,19,-27,150,0,1,0,0.5
30140,-20,-45,-18,-17,-18,-71,-189,0,0,0,2.0
30141,-18,-54,-8,-109,-25,-35,-249,0,0,0,4.0
30142,13,37,55,54,53,-4,208,0,0,0,0.5
30143,-1,17,-15,4,22,-27,0,0,0,0,0.25
30144,-36,-50,-80,-35,-104,-85,-390,0,0,1,1.0
30145,-55,0,10,-75,-10,-30,-160,0,0,1,0.25
30146,-22,-5,-54,-40,-54,15,-160,1,0,1,1.0
30147,-51,-11,-45,-45,-45,-15,-212,0,0,0,0.25
30148,-100,-47,-72,-47,-72,-26,-364,0,0,1,1.0
30149,35,-5,10,-65,5,50,30,1,0,0,1.0
30150,31,5,32,60,84,40,252,1,1,0,2.0
30151,43,35,76,6,50,0,210,0,1,0,1.0
30152,-33,-32,-6,-25,-4,-81,-181,0,0,0,4.0
30153,0,25,-15,40,-30,10,30,1,0,0,2.0
30154,15,30,-25,25,0,90,135,1,0,0,1.0
30155,35,35,25,72,55,108,330,1,0,0,2.0
30156,-10,-85,57,-45,57,26,0,1,0,0,0.5
30157,9,-13,10,37,10,72,125,1,0,0,2.0
30158,22,20,-1,-35,25,-30,1,0,0,0,0.5
30159,30,15,75,-35,-15,30,100,0,1,0,1.0
30160,45,62,25,37,20,15,204,1,0,0,1.0
30161,-15,-50,-18,-42,-15,-36,-176,0,0,1,0.5
30162,60,-10,-41,-35,-36,-20,-82,0,0,1,2.0
30163,22,6,14,4,-11,-9,26,0,0,0,1.0
30164,-13,103,60,2,25,82,259,1,0,0,0.5
30165,55,28,28,-59,-24,-60,-32,0,0,0,2.0
30166,25,72,52,29,34,-7,205,0,0,0,0.5
30167,-11,-30,-17,-62,33,-41,-128,0,0,1,0.5
30168,60,20,20,36,46,40,222,1,0,0,2.0
30169,-40,-90,-35,-90,-35,-80,-370,0,0,1,1.0
30170,35,60,50,-25,40,70,230,1,0,0,0.5
30171,-75,0,20,17,35,40,37,1,0,0,1.0
30172,30,20,5,45,30,25,155,1,0,0,2.0
30173,-30,-30,-15,-40,-5,0,-120,0,0,0,1.0
30174,-92,-30,-25,-45,-40,-15,-247,0,0,0,1.0
30175,-20,7,-37,-30,-65,-40,-185,0,0,0,2.0
30176,25,-4,11,78,9,-105,14,0,0,0,2.0
30177,-40,-3,7,59,9,75,107,1,0,0,0.5
30178,-17,1,-10,-34,10,45,-5,1,0,0,1.0
30179,-32,-27,-22,-1,-8,17,-73,1,0,0,1.0
30180,20,7,0,28,20,30,105,1,0,0,0.5
30181,-11,-9,-70,-51,-42,-7,-190,0,0,0,1.0
30182,-14,-30,-10,-18,-25,-3,-100,0,0,0,1.0
30183,10,-5,0,-25,-20,-30,-70,0,0,0,0.5
30184,5,-5,45,-45,-5,-55,-60,0,0,0,2.0
30185,-12,-5,-20,-65,-20,-3,-125,0,0,0,1.0
30186,-5,5,5,-27,-38,6,-54,1,0,0,1.0
30187,10,8,-106,33,-56,30,-81,1,0,0,0.125
30188,-15,20,20,5,-5,15,40,1,0,0,0.5
30189,25,25,-7,65,23,-35,96,0,0,0,2.0
30190,40,25,5,15,15,25,125,1,0,0,0.5
30191,-210,50,75,0,-45,-20,-150,1,0,0,1.0
30192,3,-15,-77,-18,-30,-57,-194,0,0,0,1.0
30193,5,5,35,-30,-40,-85,-110,1,0,0,2.0
30194,37,13,-32,96,25,31,170,1,1,0,2.0
30195,35,50,20,-75,20,-35,15,0,0,0,1.0
30196,14,-23,-7,-23,-7,-18,-64,0,0,0,1.0
30197,8,0,-20,-10,-30,52,0,1,0,0,1.0
30198,10,-10,-90,45,-90,5,-130,1,0,0,0.5
30199,25,30,-22,-10,-22,10,11,1,0,0,2.0
30200,-17,10,-15,-30,5,57,10,1,0,0,1.0
30201,-7,-17,44,5,4,6,35,1,0,0,2.0
30202,-2,-12,7,0,1,-16,-22,0,0,0,1.0
30203,45,15,10,52,20,93,235,1,0,0,0.25
30204,-4,32,-15,-53,-25,-15,-80,0,0,0,2.0
30205,15,38,3,-7,-42,-4,3,0,0,0,1.0
30206,6,-23,28,-23,-11,-57,-80,0,0,0,0.5
30207,7,-37,-35,-53,-5,5,-118,1,0,0,1.0
30208,8,100,30,-5,35,20,188,1,0,0,0.25
30209,-74,-112,-52,-38,-3,-66,-345,0,0,0,1.0
30210,-10,-15,85,-25,10,-75,-30,0,0,0,1.0
30211,-13,-54,-73,-13,-9,-67,-229,0,0,0,1.0
30212,8,12,8,32,8,18,86,1,0,0,2.0
30213,-55,-70,-50,-35,-50,-55,-315,0,0,1,0.5
30214,-62,-40,-75,-63,-90,-50,-380,0,0,1,1.0
30215,70,55,55,10,25,35,250,1,1,0,0.5
30216,55,90,27,0,-25,40,187,1,0,0,1.0
30217,-40,-60,-50,-75,-80,-25,-330,0,0,1,1.0
30218,-28,-12,-42,-14,5,-34,-125,0,0,0,0.125
30219,-44,-89,-25,-132,-115,-52,-457,0,0,1,0.5
30220,11,43,27,-11,27,27,124,1,0,0,1.0
30221,0,18,11,-30,-15,18,2,1,0,0,0.5
30222,-86,40,-10,85,35,46,110,1,1,0,1.0
30223,-35,-45,-5,-5,-5,-50,-145,0,0,0,2.0
30224,-59,-23,-18,28,33,39,0,1,0,0,1.0
30225,-8,-30,-7,-17,-11,-13,-86,0,0,0,1.0
30226,40,61,35,101,65,74,376,1,1,0,1.0
30227,33,56,35,64,20,15,223,1,0,0,0.5
30228,14,-34,-32,-14,-42,-62,-170,0,0,0,1.0
30229,37,81,-6,125,34,49,320,1,1,0,1.0
30230,-25,-5,15,-55,-10,-30,-110,0,0,0,0.0625
30231,-15,-40,33,40,-42,-15,-39,0,0,0,2.0
30232,5,6,35,18,15,-24,55,0,0,0,2.0
30233,-12,-60,40,14,33,20,35,1,0,0,2.0
30234,34,42,23,36,19,30,184,1,0,0,0.5
30235,-24,-61,-35,-10,-35,-10,-175,0,0,0,2.0
30236,45,30,40,27,40,103,285,1,0,0,1.0
30237,-10,90,0,60,-15,30,155,1,0,0,2.0
30238,-5,-30,-28,-60,-8,-55,-186,0,0,0,2.0
30239,0,-17,-42,11,6,5,-37,1,0,0,2.0
30240,-20,-20,30,-40,0,5,-45,1,0,0,0.5
30241,10,0,-80,-10,-80,45,-115,1,0,0,1.0
30242,-32,-5,-3,-3,1,13,-29,1,0,0,2.0
30243,-24,-16,47,74,47,32,160,0,0,0,0.25
30244,90,100,40,60,30,70,390,1,0,0,1.0
30245,20,40,15,2,15,70,162,1,0,0,1.0
30246,55,40,-12,90,-2,55,226,1,1,0,2.0
30247,-35,30,-45,10,-35,35,-40,1,0,0,1.0
30248,70,108,115,70,85,-1,447,0,0,0,0.5
30249,-83,-75,-44,-5,-44,-20,-271,0,0,0,0.5
30250,35,50,38,-30,40,2,135,1,0,0,0.5
30251,30,80,80,15,15,-30,190,1,0,0,1.0
30252,20,30,8,-5,48,-1,100,0,0,0,1.0
30253,0,10,-50,35,-5,-15,-25,0,0,0,1.0
30254,4,-27,6,-9,36,-2,8,0,0,0,1.0
30255,17,-19,7,-94,-50,-65,-204,0,0,0,0.5
30256,55,25,30,35,55,15,215,1,0,0,0.5
30257,28,5,30,130,90,30,313,1,0,0,2.0
30258,-21,-15,-5,-52,-2,-16,-111,0,0,0,1.0
30259,20,55,15,35,35,55,215,1,0,0,1.0
30260,-15,-45,0,-75,-25,-30,-190,0,0,0,1.0
30261,10,-20,-160,50,-10,30,-100,1,0,0,4.0
30262,-50,-41,-5,-75,-25,-59,-255,0,0,1,2.0
30263,39,-4,-15,30,15,-6,59,0,0,0,0.25
30264,-11,-54,-52,-54,-52,-17,-240,0,0,0,1.0
30265,30,8,0,48,10,-3,93,0,0,0,0.5
30266,5,78,90,73,120,21,387,1,1,0,2.0
30267,20,-36,17,30,-40,-36,-45,0,0,0,2.0
30268,-10,50,0,-15,20,75,120,1,0,0,1.0
30269,-18,-40,85,0,95,-32,90,0,0,0,0.5
30270,35,67,31,84,1,59,277,1,1,0,1.0
30271,20,55,65,25,15,-35,145,1,0,0,1.0
30272,-12,-5,27,-49,-5,-18,-62,0,0,0,0.5
30273,-17,-11,-14,-8,-4,16,-38,1,0,0,1.0
30274,50,10,-30,10,-15,-25,0,0,0,0,0.5
30275,-19,-53,8,42,18,-10,-14,0,0,0,1.0
30276,55,90,-120,35,-175,60,-55,1,0,0,1.0
30277,0,10,-15,-10,35,65,85,1,0,0,0.5
30278,20,5,35,75,50,45,230,1,0,0,1.0
30279,7,-30,-25,0,5,29,-14,1,0,0,0.5
30280,14,-64,-18,-70,-18,-21,-177,0,0,0,1.0
30281,77,10,-20,18,0,-15,70,0,0,0,0.5
30282,-41,9,-31,2,14,28,-19,1,0,0,1.0
30283,-15,-5,5,-5,15,-40,-45,0,0,1,0.5
30284,0,-5,-75,-35,-125,-35,-275,0,0,1,1.0
30285,35,68,30,48,30,-15,196,0,0,0,0.5
30286,85,10,85,25,85,-30,260,0,0,0,1.0
30287,-79,-10,-155,-20,-70,-10,-344,0,0,1,2.0
30288,-20,-20,-10,-70,-60,-55,-235,0,0,0,2.0
30289,-25,-10,0,-85,-10,-35,-165,0,0,1,1.0
30290,-5,-35,-2,22,5,-69,-84,0,0,0,1.0
30291,33,26,14,10,64,28,175,1,1,0,0.5
30292,-70,-5,15,-50,-20,15,-115,1,0,0,1.0
30293,-42,-19,-14,44,-16,81,34,1,0,0,2.0
30294,-18,-56,-36,-4,11,-66,-169,0,0,0,1.0
30295,-15,20,10,70,-5,45,125,1,0,0,1.0
30296,49,-4,15,-10,-10,-10,30,0,0,0,1.0
30297,-53,-95,-30,-95,-70,-77,-420,0,0,0,2.0
30298,175,-90,-190,25,35,5,-40,1,0,1,0.5
30299,-25,-55,-35,-2,-28,12,-133,1,0,0,1.0
30300,-15,-5,-10,-5,0,-20,-55,0,0,0,2.0
30301,11,-4,-3,-10,-10,-28,-44,0,0,0,1.0
30302,-29,-15,45,-25,25,-101,-100,0,0,1,1.0
30303,40,15,55,55,80,55,300,1,1,0,1.0
30304,-10,0,-50,-15,-20,20,-75,1,0,1,0.25
30305,-55,-40,20,-35,15,-65,-160,0,0,0,0.5
30306,11,-1,-10,86,20,59,165,1,0,0,2.0
30307,-9,-60,-22,-85,-15,-66,-257,0,0,1,1.0
30308,30,0,10,40,20,-5,95,0,0,0,1.0
30309,-20,-50,-20,-70,15,15,-130,1,0,0,1.0
30310,44,5,27,45,45,19,185,1,0,0,1.0
30311,-42,-80,-65,-55,-65,-28,-335,0,0,0,1.0
30312,-25,45,-15,-60,-25,20,-60,0,0,0,0.25
30313,5,18,-3,0,15,30,65,1,0,0,0.5
30314,-18,-19,-30,15,6,32,-14,1,0,0,1.0
30315,40,28,35,93,85,51,332,1,0,0,2.0
30316,-10,-35,20,4,24,-65,-62,0,0,0,0.25
30317,10,75,15,32,65,20,217,1,0,0,0.5
30318,16,12,-5,60,15,-18,80,0,0,0,1.0
30319,34,32,15,63,15,34,193,1,0,0,1.0
30320,9,9,-1,-51,9,-60,-85,0,0,0,1.0
30321,32,-17,-12,-18,-8,-82,-105,0,0,1,1.0
30322,-15,-10,55,-40,30,-20,0,0,1,1,1.0
30323,-31,-15,15,-80,-65,-59,-235,0,0,0,2.0
30324,-29,-22,5,-69,-27,-33,-175,0,0,1,4.0
30325,-9,-54,-48,16,12,-72,-155,0,0,0,1.0
30326,25,25,27,20,27,-10,114,0,0,0,1.0
30327,-135,12,-8,12,7,47,-65,1,0,0,1.0
30328,76,85,-45,65,64,60,305,1,1,0,0.25
30329,18,-34,8,26,21,-35,4,0,0,0,1.0
30330,-55,-120,-50,-75,-110,-70,-480,0,0,1,1.0
30331,25,82,82,94,44,23,350,1,1,0,0.25
30332,-40,80,13,15,-15,82,135,1,0,0,0.5
30333,-25,7,-2,-45,-32,3,-94,1,0,0,1.0
30334,-22,5,-12,-80,-35,-72,-216,0,0,0,1.0
30335,-30,-10,5,-20,-15,10,-60,1,0,0,1.0
30336,5,25,-20,0,-30,15,-5,1,0,0,0.25
30337,-12,-3,-15,3,-10,-7,-44,0,0,0,1.0
30338,-10,-65,-5,10,65,-10,-15,0,0,0,0.25
30339,-10,-48,-64,-15,-24,-55,-216,0,0,0,1.0
30340,20,30,85,50,105,80,370,1,1,0,2.0
30341,43,35,45,105,40,66,334,1,0,0,1.0
30342,-16,-35,17,-33,17,-43,-93,0,0,0,0.5
30343,-28,-105,-19,-70,-69,-40,-331,0,0,0,2.0
30344,5,34,71,26,29,5,170,1,0,0,1.0
30345,70,-40,-50,5,-15,-40,-70,0,0,0,0.25
30346,19,-10,-10,0,-15,-14,-30,0,0,0,1.0
30347,10,-50,-90,70,-40,75,-25,0,0,0,2.0
30348,55,69,8,24,11,28,195,1,0,0,2.0
30349,31,71,36,5,5,47,195,1,0,0,1.0
30350,25,18,-88,50,-58,93,40,0,0,0,2.0
30351,-30,-65,-50,-60,-30,-40,-275,1,0,1,1.0
30352,-62,-145,-125,-85,-35,-40,-492,0,0,1,1.0
30353,-30,-40,-30,-13,-22,-15,-150,0,0,1,0.5
30354,-8,-60,5,20,-40,-40,-123,0,0,0,1.0
30355,13,25,-87,5,-30,8,-66,1,0,0,2.0
30356,-25,-40,-60,55,95,40,65,1,0,0,1.0
30357,66,53,53,7,17,-26,170,1,0,0,1.0
30358,-70,-65,-35,-85,-45,-65,-365,0,0,1,1.0
30359,5,-10,5,5,15,0,20,0,0,0,1.0
30360,9,35,75,-20,-16,-15,68,0,0,0,4.0
30361,25,35,50,5,-85,-20,10,1,0,0,2.0
30362,-40,-10,20,-45,-45,-25,-145,0,0,0,1.0
30363,-5,-40,-65,15,-45,-8,-148,0,0,0,1.0
30364,-25,-45,-60,-14,-38,-43,-225,0,0,0,4.0
30365,-9,-14,-26,71,9,39,70,1,0,0,1.0
30366,10,-15,25,17,95,25,157,1,0,0,0.5
30367,-25,-7,-41,-37,-21,-61,-192,0,0,0,0.25
30368,-46,-10,-5,-74,-5,-30,-170,0,0,1,0.5
30369,10,34,0,54,0,-9,89,0,0,0,0.25
30370,35,85,30,65,25,45,285,1,0,0,1.0
30371,70,-15,-25,95,55,10,190,1,0,0,2.0
30372,5,-45,-5,25,25,-30,-25,0,0,0,1.0
30373,30,55,10,114,100,27,336,1,1,0,0.25
30374,5,-10,10,-5,15,-30,-15,0,0,0,1.0
30375,-19,-5,25,20,35,-1,55,0,0,0,1.0
30376,55,55,45,55,45,37,292,1,0,0,1.0
30377,10,50,55,30,35,110,290,1,1,0,1.0
30378,32,75,-55,20,-65,0,7,0,0,0,2.0
30379,-58,3,-89,-15,-71,45,-185,1,0,0,1.0
30380,31,-40,11,27,21,-21,29,0,0,0,1.0
30381,-4,-9,-61,6,-46,30,-84,1,0,0,0.5
30382,18,28,5,53,23,8,135,1,0,0,1.0
30383,-52,0,8,2,59,10,27,1,0,0,1.0
30384,-2,53,75,-17,10,-19,100,0,0,0,2.0
30385,35,-3,58,8,12,-43,67,0,0,0,1.0
30386,11,90,105,50,55,95,406,1,0,0,2.0
30387,37,39,20,27,-17,-9,97,0,0,0,0.5
30388,23,60,25,-15,25,47,165,1,0,0,2.0
30389,-4,-15,25,-85,-10,-1,-90,0,0,1,1.0
30390,25,25,25,85,5,-15,150,0,0,0,0.5
30391,-72,-45,-50,-68,-65,-30,-330,0,0,0,1.0
30392,-5,-60,-15,-20,5,45,-50,0,0,0,1.0
30393,5,-6,25,50,15,18,107,1,0,0,1.0
30394,40,114,80,15,40,-69,220,1,0,0,1.0
30395,-35,-25,5,-35,-45,-75,-210,0,0,0,0.5
30396,-15,0,15,-49,-18,-48,-115,0,0,0,2.0
30397,5,7,-25,13,30,45,75,1,0,0,4.0
30398,-29,-10,-10,-15,-15,75,-4,0,0,0,1.0
30399,49,6,16,21,16,-5,103,0,0,0,0.5
30400,37,20,-32,67,15,-1,106,0,0,0,0.25
30401,-35,-8,-6,-29,-67,-24,-169,0,0,0,1.0
30402,-8,-17,10,-8,2,-17,-38,0,0,0,1.0
30403,15,-5,15,0,0,50,75,1,0,0,0.5
30404,-22,-12,2,-27,-23,-5,-87,0,0,0,1.0
30405,5,19,-35,-5,-25,23,-18,1,0,0,0.25
30406,-1,-60,-27,27,-7,1,-67,1,0,0,0.5
30407,0,40,30,40,20,-30,100,0,0,0,0.5
30408,9,95,30,23,33,15,205,1,0,0,1.0
30409,-4,40,12,0,-50,5,3,1,0,0,1.0
30410,17,-30,35,-5,-35,-85,-103,0,0,0,2.0
30411,-32,-32,18,0,10,-26,-62,0,0,0,0.5
30412,-5,25,15,-25,-65,-50,-105,1,0,0,2.0
30413,-3,-17,-65,-29,-18,24,-108,1,0,0,1.0
30414,20,40,83,57,75,45,320,1,0,0,0.5
30415,55,55,86,110,66,45,417,1,1,0,0.5
30416,25,40,30,10,30,-25,110,0,0,0,0.5
30417,-33,-90,-25,-30,-60,-30,-268,0,0,0,0.5
30418,30,-15,-15,20,-55,20,-15,1,0,0,1.0
30419,35,67,40,-20,-5,-3,114,0,0,0,0.25
30420,5,20,5,-70,-5,-45,-90,1,0,0,2.0
30421,-5,8,-5,8,-10,20,16,1,0,0,4.0
30422,0,30,57,-5,-1,-34,47,0,0,0,0.0625
30423,10,20,2,40,25,48,145,1,0,0,1.0
30424,-20,-90,-50,15,-20,-55,-220,0,0,0,2.0
30425,-3,-5,-11,-60,-5,-55,-139,0,0,0,1.0
30426,-30,-5,-12,15,-37,66,-3,1,0,0,1.0
30427,10,-60,-60,-30,-30,-5,-175,0,0,0,1.0
30428,-74,-20,25,-25,-35,5,-124,1,0,0,1.0
30429,4,46,-5,5,-10,5,45,1,0,0,1.0
30430,-42,-54,-46,16,-61,12,-175,1,0,0,0.5
30431,30,50,45,20,30,14,189,1,0,0,2.0
30432,-20,-36,-36,-41,-25,-17,-175,0,0,0,1.0
30433,10,-41,-65,-21,-45,-14,-176,0,0,1,2.0
30434,-22,-60,-47,15,-65,4,-175,1,0,0,1.0
30435,35,41,-11,1,-8,22,80,1,1,1,0.5
30436,22,-5,17,25,6,-5,60,0,0,0,1.0
30437,30,60,35,50,-15,30,190,1,0,0,1.0
30438,-5,28,10,10,10,-55,-2,0,0,0,1.0
30439,19,-10,26,-40,41,-32,4,1,0,0,1.0
30440,20,-27,-45,-75,-50,35,-142,1,0,0,0.5
30441,20,55,0,-70,5,-80,-70,0,0,0,1.0
30442,46,30,76,50,56,12,270,1,1,0,0.25
30443,-35,-45,-10,-10,-10,10,-100,1,0,0,0.5
30444,50,0,50,60,50,-20,190,0,0,0,1.0
30445,25,70,30,0,25,20,170,1,0,0,1.0
30446,-40,-29,-30,-80,-50,-48,-277,0,0,0,1.0
30447,10,28,38,57,83,3,219,1,0,0,0.5
30448,-25,22,-10,-63,47,-14,-43,0,0,0,1.0
30449,35,15,25,-85,15,-45,-40,0,0,0,1.0
30450,26,49,-4,51,36,21,179,1,0,0,4.0
30451,15,-3,-40,33,25,50,80,1,0,0,1.0
30452,-55,-100,-28,-110,-28,-30,-351,0,0,1,1.0
30453,50,47,42,97,92,26,354,1,1,0,2.0
30454,23,-33,5,13,10,-37,-19,0,0,0,0.5
30455,-35,-10,-50,15,-40,20,-100,1,0,0,0.5
30456,-35,-15,-30,-61,-50,-80,-271,0,0,0,1.0
30457,-15,20,0,25,50,62,142,1,0,0,1.0
30458,-5,-40,-30,-20,-80,35,-140,1,0,0,1.0
30459,16,52,42,-30,-20,-10,50,0,0,0,8.0
30460,-15,-15,-17,-15,-15,-15,-92,0,0,0,0.5
30461,-14,-8,108,-8,108,9,195,1,1,0,1.0
30462,-25,0,-17,-55,-37,-5,-139,0,0,0,1.0
30463,-20,5,-5,-35,-25,-40,-120,0,0,0,2.0
30464,30,30,5,-25,5,20,65,1,0,0,2.0
30465,-6,-19,-1,-44,-1,-58,-129,0,0,0,0.5
30466,-30,-25,-10,10,-30,65,-20,1,0,0,2.0
30467,-20,-23,-50,-20,-30,-5,-148,1,0,0,4.0
30468,-25,-60,-40,0,-25,-60,-210,0,0,1,1.0
30469,-24,1,20,0,-10,30,17,0,0,0,0.5
30470,-40,-3,2,-3,2,20,-22,1,0,0,1.0
30471,50,-83,-33,-32,18,-20,-100,0,0,1,1.0
30472,-4,-9,45,60,-5,50,137,0,0,0,1.0
30473,-35,-55,-30,15,-30,-65,-200,0,0,0,1.0
30474,1,37,27,-21,-13,-20,11,0,0,0,0.5
30475,30,140,70,5,70,25,340,1,0,0,2.0
30476,25,-95,35,45,-5,-115,-110,0,0,0,1.0
30477,5,25,23,-43,19,-74,-45,0,0,0,0.5
30478,100,107,52,42,17,36,354,1,0,0,1.0
30479,-54,-19,-34,-7,-22,-6,-142,0,0,0,0.5
30480,30,15,1,55,46,28,175,1,0,0,1.0
30481,-70,-55,-45,-30,-45,-15,-260,0,0,0,1.0
30482,10,-33,13,-25,-5,35,-5,1,0,0,0.5
30483,75,50,40,-85,30,-50,60,0,0,0,1.0
30484,0,-15,30,130,55,100,300,1,0,0,2.0
30485,-25,-35,-20,-25,-30,-35,-170,0,0,0,1.0
30486,-5,-21,-23,31,43,11,36,1,0,0,1.0
30487,36,0,-7,24,9,-27,35,0,0,0,1.0
30488,-5,7,-5,75,5,53,130,1,0,0,0.25
30489,35,7,-35,17,10,-23,11,0,0,0,1.0
30490,-66,10,22,-2,12,57,33,1,0,0,1.0
30491,-14,-10,115,75,75,5,246,1,0,0,1.0
30492,-5,15,-15,10,-10,25,20,1,0,0,1.0
30493,25,-10,5,-10,15,75,100,0,1,0,4.0
30494,40,52,-15,45,-10,73,185,1,0,0,0.5
30495,25,25,-25,0,10,-5,30,0,0,0,0.25
30496,10,90,20,30,65,30,245,1,0,0,1.0
30497,-23,-30,-67,0,-13,-9,-142,0,0,0,0.125
30498,5,-15,-5,5,35,25,50,1,0,0,1.0
