HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,stats_sum_diff,First_win,First_pokemon_Legendary,Second_pokemon_Legendary
-25,-25,10,-35,25,-40,-90,0,0,0
49,-18,23,27,81,28,190,1,0,0
-14,-68,-53,-23,-20,8,-170,1,0,0
-46,-40,50,-60,-104,-50,-250,0,0,1
5,0,110,10,110,-15,220,0,0,0
-25,-75,-35,7,-27,-70,-225,0,0,0
-39,-92,-82,2,7,-6,-210,0,0,0
5,19,19,10,35,-40,48,1,0,0
-124,84,12,7,-8,34,5,1,0,0
10,12,5,18,-35,0,10,0,0,0
-5,112,-44,135,-35,119,282,1,1,0
-51,32,37,-27,-12,41,20,1,0,0
-1,-27,-19,8,-14,-9,-62,0,0,0
7,50,59,5,-4,-32,85,0,0,0
-13,-24,-43,-5,-11,-3,-99,0,0,0
6,37,31,-26,-9,6,45,1,0,0
10,-5,-5,20,-15,15,20,1,0,0
-10,65,-10,65,-10,95,195,1,1,0
31,-75,30,-30,50,-6,0,0,0,1
-5,-20,80,-50,-15,-80,-90,0,0,0
-6,-21,40,-18,-15,-132,-152,0,0,0
-5,6,10,18,23,3,55,1,0,0
-53,-55,-10,-55,-60,-87,-320,0,0,0
-80,-65,-35,-25,-15,-20,-240,0,0,1
55,37,149,9,1,-42,209,0,0,0
-33,-26,52,-36,42,-47,-48,0,0,0
37,30,54,4,13,-65,73,0,0,0
17,34,10,-10,-25,15,41,1,0,0
-12,40,15,25,-20,-35,13,0,0,0
14,-2,46,25,46,13,142,1,0,0
-13,10,2,-33,-58,0,-92,0,0,0
-25,-106,-64,-14,-46,-105,-360,0,0,0
-12,44,52,-42,-27,19,34,1,0,0
-40,-65,-40,-40,-50,-45,-280,0,0,0
15,-20,15,55,45,-10,100,0,0,0
-38,-27,-25,-4,-8,34,-68,1,0,0
5,-10,20,-20,35,10,40,1,0,0
-1,11,13,47,-20,31,81,1,0,0
20,55,50,-30,-35,0,60,0,0,0
-30,-80,-30,-70,-25,-75,-310,0,0,0
-61,-43,-30,-119,-40,-67,-360,0,0,1
15,-75,40,-53,73,-106,-106,0,0,1
0,-19,-25,11,-15,104,56,0,0,0
-9,70,-5,30,0,120,206,1,0,0
15,37,-59,-10,-4,10,-11,1,0,0
30,-5,10,-45,-65,-30,-105,0,0,0
30,60,67,70,67,18,312,1,0,0
-11,-38,-50,-75,-50,-25,-249,0,0,0
8,30,90,70,80,0,278,0,0,0
7,32,78,24,34,-29,146,0,0,0
-50,-64,50,-25,60,29,0,1,1,0
15,20,50,60,25,15,185,1,0,0
10,60,0,35,-10,-50,45,0,0,0
-42,15,5,-101,-37,-65,-225,0,0,1
19,10,23,35,48,19,154,1,0,0
45,25,31,40,66,23,230,1,0,0
-14,59,0,29,-31,52,95,1,0,0
2,-67,-39,-6,-13,-31,-154,0,0,0
-20,7,-20,12,-10,10,-21,1,0,0
-20,-35,37,0,32,46,60,1,0,0
35,87,95,55,45,45,362,1,1,0
-35,-55,-30,-60,-60,-80,-320,0,0,1
-15,-60,-35,80,15,15,0,1,0,0
10,15,65,105,70,50,315,1,0,0
-10,-45,10,-66,-7,-57,-175,0,0,1
-35,-95,-30,-65,-30,-75,-330,0,0,0
55,-23,57,87,57,-9,224,0,0,0
-25,-15,-15,20,-25,-7,-67,0,0,0
-89,10,1,-40,-4,80,-42,1,0,0
20,-3,20,47,20,38,142,1,0,0
-5,17,-15,-10,-30,10,-33,1,0,0
20,70,40,20,0,20,170,1,1,1
-15,-10,15,-60,-35,-40,-145,0,0,0
15,75,20,65,0,65,240,1,1,0
13,45,10,15,20,67,170,1,0,0
-9,-23,-2,-33,13,-26,-80,0,0,0
40,44,32,46,44,0,206,0,0,0
-60,-28,38,-28,-7,-40,-125,0,0,0
0,5,80,0,0,-85,0,1,0,0
45,40,-10,-20,5,5,65,1,0,0
-15,-10,-25,-75,-25,-50,-200,0,0,0
-5,-6,-5,-41,-5,6,-56,1,0,0
-35,75,-40,57,-30,30,57,1,0,0
-20,-5,-25,-95,-55,-45,-245,0,0,0
-15,-41,0,39,50,-5,28,0,0,0
37,-4,5,-3,12,-31,16,0,0,0
-6,-37,-2,-9,13,30,-11,1,0,0
-95,-25,40,-20,-40,-30,-170,0,0,0
32,29,-34,11,-46,-77,-85,0,0,0
55,25,65,-10,50,45,230,1,0,0
34,-14,-12,6,-22,-42,-50,0,0,0
-20,-10,-50,-55,-40,-35,-210,0,0,0
20,-30,15,125,25,30,185,1,0,0
56,48,40,-6,42,35,215,0,0,0
35,70,55,135,75,55,425,1,1,0
-20,-30,-45,-5,-45,5,-140,1,0,0
-32,-50,85,5,45,-50,3,0,0,0
15,5,10,-4,-4,10,32,1,0,0
33,-70,30,-15,30,-29,-21,0,0,1
36,36,-10,-34,-12,54,70,1,1,0
-55,7,-48,-9,-54,-6,-165,0,0,0
10,13,10,28,35,20,116,1,0,0
4,11,-22,11,-22,17,-1,1,0,0
5,-5,35,100,45,70,250,1,0,0
15,16,21,20,10,-5,77,0,0,0
35,25,90,80,35,20,285,1,0,0
-15,-50,50,-70,-15,-5,-105,0,0,0
15,-5,-50,-50,-10,-105,-205,0,0,1
27,105,50,20,40,-77,165,1,0,0
50,89,105,55,75,11,385,1,0,0
15,-10,15,-75,5,-60,-110,0,0,0
16,36,32,2,37,-21,102,0,0,0
5,0,45,-1,14,-5,58,0,0,0
6,17,36,57,-9,10,117,1,1,0
15,-8,-22,25,25,-4,31,0,0,0
-35,-15,0,135,55,135,275,0,0,0
-4,-13,-70,-25,-35,17,-130,1,0,0
28,-30,76,-30,46,-45,45,0,0,0
-32,-5,-1,-70,-21,14,-115,1,0,0
10,20,10,-70,-5,-60,-95,1,0,0
36,32,28,8,15,43,162,1,0,0
-10,15,105,5,40,0,155,0,0,0
15,15,45,-3,43,-21,94,0,0,0
0,20,0,65,45,70,200,1,0,0
5,-5,5,-15,15,-65,-60,0,0,0
30,125,25,105,55,85,425,1,0,0
0,10,-30,-30,-100,-5,-155,0,0,0
-20,-10,5,40,40,5,60,1,0,0
15,45,20,-50,-80,-45,-95,0,0,1
50,45,60,95,55,30,335,1,1,0
-80,-88,0,-47,13,-103,-305,0,0,0
35,41,-11,1,-8,22,80,1,1,1
45,40,-10,10,5,60,150,1,0,0
-60,-36,-52,-50,-50,-4,-252,0,0,0
-3,-92,-83,16,-33,26,-169,1,0,0
-25,-60,-26,-5,-12,-6,-134,0,0,0
37,12,-31,37,84,86,225,1,1,0
65,36,40,36,-5,18,190,1,0,0
-12,-55,13,-43,-26,-82,-205,0,0,0
10,40,-14,-5,-23,-24,-16,0,0,0
-76,-78,-33,-73,-35,-55,-350,0,0,1
14,23,-57,-17,-57,20,-74,1,0,0
-22,-35,25,5,0,-38,-65,0,0,0
-57,-74,-42,-38,-44,7,-248,1,0,0
10,5,-25,55,20,35,100,1,0,0
-41,-57,-37,-20,-35,-20,-210,0,0,0
-26,-30,4,0,-11,-12,-75,0,0,1
25,5,-5,75,105,85,290,1,0,0
-25,-21,-54,-24,-66,-45,-235,0,0,0
2,65,-70,-100,-65,-7,-175,0,0,0
-44,-16,-49,34,-4,63,-16,1,0,0
6,-33,-10,-2,-5,-35,-79,0,0,0
-10,0,19,-35,-1,-8,-35,0,0,0
-56,2,-13,-42,-27,21,-115,1,0,0
62,65,65,35,45,50,322,1,1,0
25,19,140,0,30,-47,167,0,1,0
-15,11,38,-64,-20,-59,-109,0,0,0
-70,-64,-46,-86,-34,-10,-310,0,0,1
-20,8,40,-62,-20,-30,-84,0,0,0
-10,-13,-8,17,-8,-44,-66,0,0,0
0,5,-15,25,5,65,85,1,0,0
46,5,22,35,79,43,230,1,1,0
5,0,-5,30,15,80,125,1,0,0
-5,-50,-40,55,10,20,-10,1,0,0
-25,-15,30,-80,-40,-65,-195,0,0,0
-41,-37,-45,-45,30,8,-130,1,0,0
-20,-35,-40,-14,-18,37,-90,1,0,0
40,18,-28,8,-28,60,70,1,0,0
15,25,35,70,35,5,185,1,0,0
-10,-35,-72,-55,-37,-31,-240,0,0,0
9,34,-8,19,-16,15,53,1,0,0
-33,15,20,-42,-7,-56,-103,0,0,0
-45,-10,20,-40,-50,-110,-235,0,0,0
-5,-50,25,10,-35,0,-55,0,0,0
-30,-10,-45,-135,-95,-40,-355,0,0,1
17,15,-4,20,42,40,130,1,0,0
65,78,10,55,10,2,220,1,0,0
-60,-65,40,-10,-25,-58,-178,0,0,0
-20,-70,-70,-25,-30,10,-205,1,0,0
-35,90,-5,5,0,-35,20,1,0,0
-50,3,-18,-2,-17,-6,-90,0,0,0
13,-30,-20,40,0,-5,-2,0,0,0
-30,-5,-28,-20,-45,35,-93,1,0,0
-1,25,108,-40,7,-56,43,0,0,0
-10,-25,-10,-65,-10,-70,-190,0,0,0
-15,7,-10,-17,20,50,35,1,0,0
-2,-35,-40,30,65,47,65,1,0,0
75,-7,-49,-29,-31,-19,-60,0,0,0
-22,-32,-22,-10,-20,-5,-111,0,0,0
40,25,20,45,55,20,205,1,0,0
-43,-57,-40,-39,-28,-83,-290,0,0,0
-48,-23,-12,-31,-6,1,-119,1,0,0
-29,-35,40,-20,-20,0,-64,0,0,0
-50,-5,-5,-65,10,-30,-145,0,0,0
50,-60,-60,-30,10,0,-90,0,1,1
35,35,-3,-30,2,-28,11,0,0,0
15,-4,23,11,-1,-29,15,0,0,0
3,-12,-53,-14,-39,24,-91,0,0,0
-5,35,8,37,15,16,106,1,0,0
20,-25,-55,25,-70,-10,-115,0,0,0
20,15,5,-50,0,-16,-26,0,0,0
8,32,-18,25,-9,42,80,1,1,0
5,10,-60,15,0,35,5,1,0,0
15,0,-20,-30,-15,20,-30,1,0,0
-15,-40,-30,45,45,60,65,1,1,0
-35,-25,-15,5,-5,-20,-95,0,0,0
25,25,25,-5,25,50,145,1,0,0
5,16,-47,-55,-37,11,-107,1,0,0
1,9,-10,-78,-30,8,-100,1,1,1
30,-10,-80,40,40,50,70,1,1,0
21,-30,45,-30,45,-51,0,0,0,1
15,65,-10,55,-35,10,100,1,1,1
-20,35,2,10,-15,-15,-3,0,0,0
10,27,-24,35,-39,-15,-6,0,0,0
-39,17,-34,-44,-49,28,-121,1,0,0
-50,-20,80,-15,85,5,85,1,0,0
-30,-31,-40,-60,-45,-29,-235,0,0,0
-5,20,0,33,30,-13,65,0,1,0
-75,-5,-10,-23,-28,-3,-144,0,0,0
-10,-32,-11,15,-5,-52,-95,0,0,0
55,-17,63,8,63,-10,162,0,0,0
34,0,35,65,45,111,290,1,1,0
-5,10,-65,-5,-5,50,-20,1,0,0
-9,15,-10,-129,-70,-82,-285,0,0,1
-2,10,2,-38,-19,-42,-89,0,0,0
-40,-57,-30,-62,-55,-36,-280,0,0,0
1,-50,20,-10,110,-71,0,0,1,1
45,60,50,30,30,100,315,1,0,0
0,10,-45,-10,-35,25,-55,1,0,0
40,45,35,63,5,15,203,1,0,0
-39,-90,-115,-100,-40,70,-314,1,0,1
-45,-20,-40,45,-60,-30,-150,0,0,0
23,57,25,19,-47,33,110,1,0,0
55,67,70,67,70,-35,294,1,0,0
0,10,20,25,25,35,115,1,0,0
6,80,45,-5,35,69,230,1,0,0
28,-22,2,6,6,-1,19,0,0,0
2,30,14,-52,-72,0,-78,0,0,0
-20,-35,190,-25,195,-51,254,0,0,0
90,14,85,50,95,13,347,1,0,0
-50,-76,25,29,40,-52,-84,0,0,0
-22,41,25,-23,0,22,43,1,0,0
50,-12,-48,-30,-65,-20,-125,0,0,0
10,50,5,25,25,110,225,1,0,0
-10,-20,47,55,57,-39,90,0,0,0
115,25,4,40,4,-10,178,0,0,0
-32,-55,180,-35,180,-33,205,0,0,0
30,5,-60,-20,20,50,25,1,0,0
-6,-22,-10,-20,-20,0,-78,0,0,0
-65,-35,115,65,-30,0,50,0,0,0
-5,-52,-15,-27,-10,30,-79,1,0,0
6,-14,-51,1,-61,70,-49,1,0,0
70,5,-5,6,41,-15,102,0,0,0
5,45,180,20,60,-5,305,0,0,0
26,25,10,-15,15,95,156,1,0,0
-80,-45,14,10,-6,2,-105,1,0,0
-50,-32,-10,-25,-30,-32,-179,0,0,0
-20,5,15,-75,-45,-70,-190,1,0,1
-21,-11,-27,4,-37,22,-70,1,0,0
-66,-45,-90,-55,-119,-54,-429,0,0,1
5,10,-20,60,30,-15,70,0,1,0
-5,15,91,25,91,-17,200,0,0,0
5,9,32,9,-35,65,85,1,1,0
15,-40,0,55,-30,-95,-95,0,0,0
95,50,75,-35,25,-30,180,0,1,0
-65,-110,-60,-5,5,10,-225,1,0,0
-38,-42,-77,11,-10,31,-125,1,0,0
-40,-110,-58,-40,-35,-32,-315,0,0,0
65,5,5,15,70,5,165,1,0,0
43,38,44,74,40,80,319,1,0,0
-30,-25,25,65,30,30,95,1,0,0
-13,-10,47,-12,-114,-15,-117,0,0,0
-20,10,52,25,47,41,155,1,0,0
-62,-64,-62,-68,-64,-43,-363,0,0,0
-100,-62,-20,-22,-20,12,-212,1,0,0
-5,-25,-27,5,-32,14,-70,1,0,0
-5,-25,16,-10,-4,-15,-43,0,0,0
15,45,-20,-25,-25,25,15,1,0,0
-25,-5,-33,25,-5,-17,-60,0,0,1
-59,-14,-51,-34,-41,4,-195,1,0,0
5,-40,-2,-20,-25,-48,-130,0,0,0
43,62,33,28,10,-24,152,0,0,0
15,30,-10,20,-10,6,51,1,0,0
-5,-15,25,80,25,45,155,1,0,0
-23,-76,-20,-6,-10,-45,-180,0,0,0
35,-90,-95,-45,15,-20,-200,0,0,0
5,-8,25,2,15,31,70,1,0,0
-102,-15,-25,10,5,6,-121,1,0,0
15,59,10,60,-5,8,147,1,0,0
25,35,35,-35,40,-95,5,1,0,0
-5,25,0,-5,-25,-37,-47,0,0,0
-25,-53,68,-32,55,-48,-35,0,0,0
15,-30,1,-10,16,30,22,1,0,0
-15,5,-50,75,5,40,60,1,0,0
-36,-55,15,-20,-40,-44,-180,0,0,0
8,70,19,48,13,61,219,1,0,0
-13,-60,0,-60,0,-30,-163,0,0,0
-25,-28,1,41,93,-9,73,0,0,0
3,12,-1,-40,-31,22,-35,1,0,0
30,-22,3,16,1,-35,-7,0,0,0
59,73,38,50,31,-2,249,0,1,0
5,-5,-12,-85,-40,-43,-180,0,0,0
16,27,28,5,35,39,150,1,0,0
-61,-19,-18,-47,-32,2,-175,1,0,0
-7,-9,-5,28,1,32,40,1,0,0
-20,-75,-45,-50,-40,-30,-260,0,0,0
1,24,54,-23,-1,34,89,1,0,0
49,1,24,-49,24,-78,-29,0,0,0
-30,-1,20,24,5,-58,-40,0,0,0
-44,-18,-34,-53,-39,-34,-222,0,0,0
-45,-30,15,-60,-35,-40,-195,0,0,0
0,0,25,5,-5,-35,-10,0,0,0
-19,-60,-20,-55,0,-31,-185,0,0,1
-20,0,-40,-15,-55,-65,-195,0,0,0
4,-1,-1,-27,-5,-29,-59,0,0,0
-51,-75,-45,-47,-109,-45,-372,0,0,1
47,70,65,14,28,28,252,1,0,0
-16,64,2,-26,23,53,100,1,0,0
-15,67,-7,55,-35,45,110,1,1,0
-10,-5,-10,-5,-10,-40,-80,0,0,0
20,-5,-45,-80,-45,-130,-285,0,0,1
-30,-25,-20,-15,-20,-40,-150,0,0,0
-20,55,-15,50,-20,0,50,0,0,0
-11,-16,25,-1,10,-23,-16,0,0,0
-27,11,-56,76,-51,57,10,1,0,0
15,50,-50,0,0,75,90,1,0,0
-24,8,23,10,-41,-1,-25,0,0,0
-50,-76,-25,0,-25,-15,-191,0,0,0
-2,24,-2,40,5,45,110,1,0,0
24,36,38,51,31,10,190,1,0,0
-28,22,-2,-6,-6,1,-19,1,0,0
5,58,13,43,13,76,208,1,0,0
-18,-45,-71,-13,-26,29,-144,1,0,0
50,130,80,44,54,50,408,1,1,0
20,34,30,15,20,-39,80,0,0,0
-35,-100,-20,-85,-80,-25,-345,0,0,1
-16,-49,-15,-34,20,-1,-95,0,0,1
-10,30,-10,25,-5,35,65,1,0,0
-65,45,-20,-10,-35,15,-70,1,0,0
-25,-35,-10,35,0,-45,-80,0,0,0
32,35,-20,35,15,-7,90,0,0,0
30,65,50,5,-5,15,160,1,0,0
-1,25,-8,-17,23,23,45,1,0,0
10,27,20,53,30,10,150,1,0,0
-15,-17,4,-25,4,45,-4,0,0,0
-29,-51,-23,-25,-7,-1,-136,0,0,0
3,12,15,9,-27,16,28,1,0,0
-25,-60,-26,-5,-12,-6,-134,0,0,0
3,-43,51,-40,51,-77,-55,0,0,1
-2,5,8,-4,11,-4,14,0,0,0
25,65,30,75,15,45,255,1,0,0
12,-2,-8,52,58,38,150,1,0,0
-55,-55,-35,-15,15,-70,-215,0,0,0
-56,-36,38,-36,-17,-13,-120,0,0,0
-35,-45,-15,-125,-95,-85,-400,0,0,1
-10,20,-25,-25,-30,-5,-75,0,0,0
20,6,65,85,40,19,235,1,0,0
-5,-5,10,0,-10,30,20,1,0,1
10,-60,10,-30,15,-25,-80,0,0,0
28,38,3,-39,-39,-54,-63,0,0,0
15,60,0,-20,-70,25,10,1,0,0
0,35,35,-15,10,40,105,1,0,0
-15,-33,-30,30,-30,-27,-105,0,0,0
-15,-8,35,-12,-40,-70,-110,0,0,0
31,46,26,-9,19,-23,90,0,0,0
5,-10,-10,75,20,-10,70,0,0,0
-30,43,45,-55,60,-19,44,0,0,0
30,60,35,0,-5,60,180,1,0,0
55,78,40,73,70,71,387,1,1,0
7,25,5,-2,20,20,75,1,0,0
14,-65,-20,-95,-80,-60,-306,0,0,1
-60,-5,-100,-80,-25,40,-230,1,0,0
21,30,10,10,47,48,166,1,1,0
30,105,105,35,60,20,355,1,0,0
0,60,9,-5,24,72,160,1,0,0
0,60,95,50,55,25,285,1,0,0
5,-15,25,-25,5,-45,-50,0,0,0
-15,-100,-45,20,25,-10,-125,0,0,1
20,27,37,89,39,75,287,1,0,0
-31,-69,-50,-7,-45,-73,-275,0,0,1
-21,-92,-21,-34,-31,-23,-222,0,0,0
-30,-5,-40,25,-55,-25,-130,0,0,0
25,30,75,5,75,28,238,1,0,0
8,-41,-67,25,-30,30,-75,1,0,0
-40,-5,-65,-70,-160,5,-335,1,0,1
-10,60,50,10,-15,25,120,1,0,1
33,59,40,25,35,30,222,1,0,0
45,32,59,-41,-69,8,34,0,0,0
27,56,43,22,48,-1,195,0,0,0
20,10,55,115,50,25,275,1,0,0
-20,-10,15,-50,20,-45,-90,0,0,0
34,80,20,55,30,81,300,1,1,0
-5,-20,-10,-110,-40,-130,-315,0,0,0
-70,-13,22,-16,-26,-25,-128,0,0,0
-1,-43,-52,-43,-47,31,-155,1,0,0
-10,-60,15,30,-60,-50,-135,0,0,1
3,43,48,43,22,2,161,1,0,0
25,73,10,43,30,39,220,1,0,0
-31,-12,-30,-69,-30,-48,-220,0,0,0
24,3,25,51,35,41,179,1,1,0
20,40,40,30,90,0,220,0,0,0
-15,20,5,-5,5,-25,-15,0,0,0
17,53,72,-14,4,38,170,1,0,0
-21,-2,32,17,-5,-13,8,0,0,0
-55,-82,-154,76,24,77,-114,0,0,0
-5,65,0,5,35,-25,75,0,0,0
0,-9,-55,-74,-35,28,-145,1,0,0
-14,16,-21,16,-26,-1,-30,0,0,0
25,-16,-65,0,-65,6,-115,1,0,0
-10,20,5,-115,-40,-80,-220,0,0,0
10,10,-80,-40,-90,50,-140,1,0,1
-5,30,10,10,15,90,150,1,0,0
17,36,49,-6,-11,31,116,1,0,0
35,55,30,60,53,42,275,1,0,0
30,100,30,-15,50,25,220,1,0,0
-140,-100,-10,-50,-90,50,-340,0,0,0
50,40,87,45,67,-20,269,0,0,0
-40,-70,-5,-15,-80,20,-190,0,0,0
20,75,30,-10,-30,-2,83,0,0,0
15,-5,55,-15,15,20,85,1,0,0
35,55,20,15,0,25,150,1,0,0
-30,-45,-15,0,-35,-10,-135,0,0,0
-15,35,45,-13,20,0,72,0,0,0
5,28,-17,55,25,39,135,1,0,0
22,39,81,24,41,-7,200,0,0,0
21,62,31,19,1,63,197,1,0,0
-35,-25,-55,30,-30,35,-80,1,0,0
5,20,20,-38,18,55,80,1,0,0
6,45,-5,72,-8,51,161,1,0,0
14,14,81,4,66,-20,159,0,0,0
-75,-108,-75,28,-22,-38,-290,0,0,0
0,-38,-15,-2,5,45,-5,1,0,0
-10,-37,-10,35,20,-13,-15,0,0,0
10,-1,-65,-1,-65,-54,-176,0,0,1
43,10,-30,35,35,40,133,1,0,0
30,-14,0,0,-5,-6,5,0,0,0
10,-50,-60,5,5,10,-80,1,0,0
-15,-30,-15,-80,-15,-35,-190,0,0,0
-9,-26,15,-4,10,-16,-30,0,0,0
-5,-39,-57,-14,21,59,-35,1,0,0
40,62,-10,19,-2,88,197,0,0,0
52,30,30,30,30,30,202,1,1,0
5,-20,15,-40,-30,-35,-105,0,0,0
-48,-57,-25,-75,-26,-55,-286,0,0,0
25,70,55,30,35,10,225,1,0,0
12,-2,30,63,30,22,155,1,0,0
-45,10,30,0,-30,30,-5,1,0,0
-11,-105,-35,-75,-25,-85,-336,0,0,0
5,30,20,53,12,30,150,1,0,0
5,-5,20,-30,25,45,60,1,0,0
47,126,107,113,44,45,482,1,1,0
-4,-10,65,-45,-6,-20,-20,0,0,0
7,31,7,48,14,10,117,1,0,0
45,72,-25,138,62,83,375,1,1,0
0,10,14,8,18,0,50,0,0,0
-39,-75,-30,-55,-40,-91,-330,0,0,1
31,50,22,15,44,13,175,1,1,0
100,85,45,95,75,75,475,1,1,0
-53,-19,-10,-12,-17,41,-70,0,0,0
-25,-55,-35,-25,-85,-5,-230,0,0,0
-5,18,15,-47,5,20,6,1,0,0
-10,-58,-12,-40,-24,-14,-158,0,0,0
19,-37,10,65,40,8,105,1,0,0
40,45,-20,30,15,-30,80,0,0,0
10,-5,10,-35,10,5,-5,1,0,0
-5,-5,-15,-25,-10,25,-35,1,0,0
8,52,16,42,15,-28,105,0,0,0
27,0,12,64,54,49,206,1,0,0
-5,-8,-35,-8,-35,30,-61,1,0,0
3,15,-1,45,-1,-5,56,0,0,0
0,5,8,-15,-40,0,-42,0,0,0
-48,-34,-23,-32,-21,-5,-163,1,0,0
10,-50,-60,-45,-45,125,-65,0,0,0
-40,-25,-40,10,-40,-15,-150,0,0,0
0,28,0,-32,-25,-15,-44,0,0,0
39,36,-7,1,-7,18,80,1,0,0
0,-40,-15,-11,2,-95,-159,0,0,0
-15,45,-30,20,0,70,90,1,0,0
40,30,-40,70,-40,40,100,1,0,0
-6,-12,-4,1,6,3,-12,1,0,0
40,109,60,-50,30,-9,180,0,0,0
-23,0,-30,-85,-30,-81,-249,0,0,0
19,-125,25,-125,35,-135,-306,0,0,1
-25,-70,-30,-15,-10,-40,-190,0,0,0
-55,-60,-70,-115,-140,-25,-465,0,0,1
-15,-70,-70,-45,-40,-60,-300,0,0,0
-51,-6,-20,-101,-23,-14,-215,0,0,1
-20,-50,35,-40,50,-5,-30,0,0,0
10,10,40,14,23,-37,60,0,0,0
1,94,40,116,55,59,365,1,1,0
30,35,-15,25,35,40,150,1,0,0
-15,15,47,-7,32,23,95,0,0,0
24,3,50,30,35,38,180,1,0,0
48,5,1,-5,1,15,65,1,0,0
-28,-30,-25,-10,-15,-52,-160,0,0,0
2,-73,-5,2,-5,39,-40,0,0,0
-20,-5,-5,-20,-20,-25,-95,0,0,0
70,86,-5,6,15,43,215,1,1,0
-9,-10,-35,-95,-45,-71,-265,0,0,1
-10,0,-30,-45,-45,-45,-175,0,0,0
5,-45,-75,40,30,60,15,1,0,0
-35,-34,-16,0,10,-15,-90,0,0,0
20,11,42,-23,22,-45,27,0,0,0
2,6,2,21,25,10,66,1,1,0
-23,-35,47,5,47,21,62,1,0,0
-30,-50,-5,55,-5,-30,-65,0,0,0
10,46,-65,-79,5,93,10,1,0,0
-10,90,23,-1,54,37,193,1,0,0
-13,5,-5,2,-11,-4,-26,0,0,0
-60,-43,-18,-51,-46,-45,-263,0,0,0
-30,-5,20,135,25,0,145,0,0,0
16,-10,25,67,42,65,205,1,0,0
66,48,30,37,32,20,233,1,0,0
49,45,-10,40,35,-65,94,1,0,0
55,70,80,-25,-15,35,200,1,0,0
-1,-60,-114,-50,-52,-93,-370,0,0,1
2,10,50,10,45,15,132,1,0,0
-31,-57,-20,-85,-40,-42,-275,0,0,1
45,85,30,0,55,-15,200,0,0,0
20,55,130,24,30,7,266,1,0,0
4,-29,9,-4,24,-42,-38,0,0,0
10,17,40,65,45,5,182,1,0,0
-1,-22,-7,-9,-7,25,-21,1,0,0
-10,13,-5,-7,20,2,13,1,0,0
-30,-30,-22,-35,-50,-28,-195,0,0,0
-18,-30,-62,23,-15,44,-58,1,0,0
-15,5,-3,-25,12,21,-5,1,0,0
19,-77,-17,35,20,-37,-57,1,0,0
-9,32,64,-43,-11,-34,-1,0,0,0
25,35,30,90,70,55,305,1,0,0
5,5,0,25,-5,30,60,1,0,0
10,0,-5,-65,-40,-41,-141,0,0,0
-28,-45,-10,-105,-80,-32,-300,1,0,1
25,-37,-27,-37,-22,-25,-123,0,0,0
-15,-20,-20,-25,-15,-95,-190,0,0,0
-45,-10,10,-65,-75,-15,-200,0,0,0
42,-28,-5,-38,-8,-17,-54,0,0,0
42,71,41,7,-15,24,170,1,0,0
-15,22,12,32,-1,10,60,1,0,0
4,0,-5,10,15,16,40,1,0,0
-35,-64,-41,-87,-50,1,-276,1,0,0
-50,-75,-62,-105,-85,-75,-452,0,0,1
12,-27,21,19,12,-11,26,0,0,0
-45,-55,-40,-95,-80,-70,-385,0,0,1
45,30,20,-15,-10,-20,50,0,1,0
0,-20,0,-70,-10,20,-80,1,0,0
21,25,-10,31,71,12,150,1,1,0
-6,-34,-117,-34,-47,8,-230,1,0,0
-40,-15,-40,0,-40,-15,-150,0,0,0
-14,-29,-43,-5,-5,-8,-104,0,0,0
110,5,-14,30,0,-46,85,0,0,0
30,60,50,25,15,-32,148,1,0,0
-20,-20,-50,15,-35,-30,-140,0,0,0
15,-5,-51,11,-46,21,-55,1,0,0
-20,-50,-30,-45,-5,-80,-230,0,0,0
-20,5,37,18,29,1,70,1,0,0
-40,-23,-45,32,10,61,-5,1,0,0
20,-40,-5,10,10,5,0,1,0,0
-9,1,-74,46,-31,73,6,1,0,0
-50,-3,27,-21,9,-10,-48,0,0,0
33,32,-22,-52,-13,-3,-25,0,0,0
-18,8,15,-3,10,57,69,0,0,0
-10,105,-20,75,-35,95,210,1,1,0
-37,-90,-40,-5,-35,52,-155,0,0,0
45,-75,-30,30,0,-40,-70,0,0,0
1,33,0,-4,0,-10,20,0,0,0
20,20,25,45,30,68,208,1,0,0
-15,-30,15,55,45,105,175,0,0,0
-27,0,74,30,64,-45,96,0,0,0
-20,-100,-73,45,-63,16,-195,1,0,0
-26,-31,-35,-5,0,-5,-102,0,0,0
55,-10,-45,40,20,-35,25,0,0,0
8,100,45,-25,35,17,180,1,0,0
24,65,25,70,15,31,230,1,1,0
-45,-68,-21,-68,-21,-31,-254,0,0,0
-39,45,10,0,-10,-15,-9,0,0,0
20,0,7,60,82,46,215,1,0,0
-40,-37,-27,-53,-43,5,-195,1,0,0
-55,16,19,-5,25,5,5,1,0,0
5,20,35,-11,-5,-28,16,0,0,0
13,21,21,64,30,-5,144,0,0,0
-43,-58,58,-58,28,-35,-108,0,0,0
16,-35,-20,30,81,60,132,0,1,0
-65,-100,-35,5,15,-5,-185,0,0,1
0,30,-18,-5,-33,31,5,1,0,0
3,14,-12,19,25,-15,34,0,0,0
24,26,28,51,41,0,170,0,0,0
44,62,-40,-26,-3,38,75,1,0,0
-25,-25,-25,25,-5,-60,-115,0,0,1
-25,-23,-61,-34,-50,-16,-209,0,0,0
20,-45,-40,30,10,0,-25,0,0,0
25,-25,-20,10,45,20,55,1,0,0
